,NAME,ADDRESS,City,State Code,Zip Code,County,Rural Versus Urban,FTE - Employees on Payroll,Total Days (V + XVIII + XIX + Unknown),Number of Beds,Total Bed Days Available,Total Discharges (V + XVIII + XIX + Unknown),Total Days (V + XVIII + XIX + Unknown) + Total for all Subproviders,Number of Beds + Total for all Subproviders,Total Bed Days Available + Total for all Subproviders,Total Discharges (V + XVIII + XIX + Unknown) + Total for all Subproviders,Hospital Total Days (V + XVIII + XIX + Unknown) For Adults &amp; Peds,Hospital Number of Beds For Adults &amp; Peds,Hospital Total Bed Days Available For Adults &amp; Peds,Hospital Total Discharges (V + XVIII + XIX + Unknown) For Adults &amp; Peds,Cost of Charity Care,Total Bad Debt Expense,Cost of Uncompensated Care,Total Unreimbursed and Uncompensated Care,Total Salaries From Worksheet A,Overhead Non-Salary Costs,Depreciation Cost,Total Costs,Inpatient Total Charges,Outpatient Total Charges,Combined Outpatient + Inpatient Total Charges,Wage-Related Costs (Core),Wage-Related Costs (RHC/FQHC),Total Salaries (adjusted),Contract Labor,Wage Related Costs for Part - A Teaching Physicians,Wage Related Costs for Interns and Residents,Cash on Hand and in Banks,Temporary Investments,Notes Receivable,Accounts Receivable,Less: Allowances for Uncollectible Notes and Accounts Receivable,Inventory,Prepaid Expenses,Other Current Assets,Total Current Assets,Total Fixed Assets,Investments,Other Assets,Total Other Assets,Total Assets,Accounts Payable,"Salaries, Wages, and Fees Payable",Payroll Taxes Payable,Notes and Loans Payable (Short Term),Deferred Income,Other Current Liabilities,Total Current Liabilities,Mortgage Payable,Notes Payable,Unsecured Loans,Other Long Term Liabilities,Total Long Term Liabilities,Total Liabilities,General Fund Balance,Total Fund Balances,Total Liabilities and Fund Balances,Managed Care Simulated Payments,Total IME Payment,Inpatient Revenue,Outpatient Revenue,Gross Revenue,Net Patient Revenue,Less Total Operating Expense,Net Income from Service to Patients,Total Other Income,Total Income,Total Other Expenses,Net Income,Cost To Charge Ratio,Net Revenue from Medicaid,Medicaid Charges
29,SCENIC MOUNTAIN MEDICAL CENTER,1601 W 11TH PLACE,BIG SPRINGS,TX,79720-,HOWARD,R,251.55,"1,830",75,"7,650",685,"2,411",95,"9,690",730,1510.0,67.0,6834.0,685.0,33457.0,6302297.0,1142725.0,1142725.0,7037390.0,10338953.0,602398.0,10829641.0,23465121.0,42553614.0,66018735.0,1041624.0,153495.0,7037390.0,80443.0,0,0,22541.0,0,0,17360510.0,-7712657.0,0,0,34701.0,9705095.0,0.0,0,-406893.0,-406893.0,9413155.0,839883.0,391881.0,1141.0,0,0,154748.0,-3489088.0,0,0,0,0,0,-3489088.0,12902243.0,12902243.0,9413155.0,0,0,23462971.0,48188185.0,71651156.0,11730723.0,17376343.0,-5645620.0,121632.0,-5523988.0,0,-5523988.0,0.16,0,0
30,SCOTT & WHITE CEDAR PARK,900 E WHITESTONE BLVD,CEDAR PARK,TX,78613,WILLIAMSON,U,27.03,4,8,"1,448",3,4,8,"1,448",3,4.0,8.0,1448.0,3.0,14997.0,51101.0,28167.0,195413.0,980736.0,2146785.0,41424.0,2849690.0,156419.0,10900758.0,11057177.0,156197.0,0,980736.0,900.0,0,0,-1.0,0,0,582983.0,0,94305.0,272938.0,0,3292077.0,0.0,0,0,0,3418881.0,168287.0,100760.0,392.0,0,381913.0,28069.0,1148775.0,0,0,0,0,0,1148775.0,2270106.0,2270106.0,3418881.0,0,0,156419.0,10916055.0,11072474.0,2550332.0,3127521.0,-577189.0,91176.0,-486013.0,0,-486013.0,0.26,67094.0,909270.0
31,ASHLEY COUNTY MEDICAL CENTER,1015 UNITY ROAD,CROSSETT,AR,71635-,ASHLEY,R,218.13,"4,061",25,"9,125",816,"43,029",35,"12,775",914,2374.0,19.0,6935.0,816.0,282089.0,2357381.0,1283009.0,1646662.0,18002678.0,18511589.0,1856071.0,29807533.0,20288545.0,48357941.0,68646486.0,0,0,0,0,0,0,41454.0,0,0,7995796.0,-4252199.0,983037.0,214151.0,0,6012525.0,0.0,687337.0,515162.0,1202499.0,17238904.0,1786604.0,1475429.0,0,0,0,0,3262033.0,0,4208376.0,0,0,4208376.0,7470409.0,9768495.0,9768495.0,17238904.0,0,0,19954242.0,54364809.0,74319051.0,34841989.0,36514267.0,-1672278.0,2102269.0,429991.0,0,429991.0,0.43,2765770.0,7207032.0
32,FORT LOGAN HOSPITAL,110 METKER TRAIL,STANFORD,KY,40484,LINCOLN,R,139.58,"4,620",25,"9,125",878,"50,604",25,"9,125",878,2232.0,25.0,9125.0,878.0,192842.0,2785377.0,1098880.0,1098880.0,11744750.0,9132777.0,1023342.0,21998276.0,13027578.0,54868956.0,67896534.0,0,0,0,0,0,0,1493050.0,0,0,9522207.0,-6099350.0,432310.0,141599.0,0,5489816.0,0.0,0,0,0,14121985.0,3236867.0,574243.0,0,8910.0,0,20683327.0,24503347.0,0,0,0,0,0,24503347.0,-10381362.0,-10381362.0,14121985.0,0,0,13112029.0,56748546.0,69860575.0,25023030.0,20877527.0,4145503.0,-2127895.0,2017608.0,0,2017608.0,0.32,7340668.0,11140392.0
33,TRANSYLVANIA COMMUNITY HOSPITAL,260 HOSPITAL DRIVE,BREVARD,NC,28712-,TRANSYLVANIA,R,249.22,"1,794",25,"3,075",506,"9,152",35,"4,305",506,1502.0,21.0,2583.0,506.0,483840.0,3569208.0,2225732.0,2487568.0,5438578.0,15129616.0,982495.0,18416446.0,7424091.0,54169157.0,61593248.0,0,0,0,0,0,0,26627.0,0,0,38781669.0,-26468153.0,1746310.0,0,0,33459468.0,0.0,11159320.0,4377847.0,32110936.0,101736404.0,1387619.0,1374872.0,45260.0,0,0,8792111.0,17228816.0,0,0,0,0,0,17228816.0,84507588.0,84507588.0,101736404.0,0,0,8850089.0,58172212.0,67022301.0,20605350.0,20568194.0,37156.0,3245695.0,3282851.0,0,3282851.0,0.3,1514762.0,5941780.0
34,ANGEL MEDICAL CENTER,120 RIVERVIEW STREET,FRANKLIN,NC,28744-,MACON,R,200.92,"2,127",25,"3,075",560,"10,814",25,"3,075",560,1469.0,20.0,2460.0,560.0,473541.0,3565617.0,2143933.0,2143933.0,4734509.0,14698814.0,826366.0,18529997.0,9131290.0,59644357.0,68775647.0,0,0,0,0,0,0,56138.0,0,0,44986223.0,-33252331.0,1767765.0,10017.0,250878.0,15003809.0,0.0,0,2222232.0,2222232.0,40616493.0,1242942.0,1059921.0,38497.0,707016.0,0,1820612.0,4868988.0,0,0,0,7309302.0,7309302.0,12178290.0,28438203.0,28438203.0,40616493.0,0,0,9084288.0,62813193.0,71897481.0,18795452.0,19433323.0,-637871.0,1066927.0,429056.0,0,429056.0,0.27,1642829.0,5908103.0
35,RIVERVIEW PSYCHIATRIC HOSPITAL,250 ARSENAL STREET,AUGUSTA,ME,04332-,KENNEBEC,R,312.19,"11,250",92,"13,984",102,"11,250",92,"13,984",102,11250.0,92.0,13984.0,102.0,0,0,0,0,6866783.0,10499726.0,309990.0,15786927.0,10097704.0,1038.0,10098742.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17366509.0,-17366509.0,0,-17366509.0,0,-17366509.0,,0,0
36,BLUE RIDGE REGIONAL HOSPITAL,125 HOSPITAL DRIVE,SPRUCE PINE,NC,28777,MITCHELL,R,176.53,"1,608",25,"3,075",409,"16,692",25,"3,075",409,1293.0,25.0,3075.0,409.0,276392.0,2874149.0,1602313.0,1868371.0,4319440.0,11162440.0,817864.0,14515077.0,4578229.0,43917941.0,48496170.0,0,0,0,0,0,0,8421645.0,5951202.0,0,34305445.0,-25111528.0,1415898.0,0,0,25720762.0,0.0,2447231.0,2249525.0,4696756.0,61840174.0,461498.0,0,35980.0,0,234835.0,9959476.0,21841299.0,0,168923.0,0,0,168923.0,22010222.0,39829952.0,39829952.0,61840174.0,0,0,5619938.0,44979005.0,50598943.0,14893250.0,15481880.0,-588630.0,1855337.0,1266707.0,0,1266707.0,0.3,1316287.0,5286750.0
37,FAIRFIELD MEMORIAL HOSPITAL,102 US HWY 31 BYPASS NORTH,WINSBORO,SC,29180-0620,FAIRFIELD,U,12.17,,25,"9,125",,,25,"9,125",,,25.0,9125.0,,116801.0,40553.0,130995.0,130995.0,837001.0,1854556.0,87202.0,2070896.0,0,2317771.0,2317771.0,0,0,0,0,0,0,69741.0,0,0,104028.0,-100855.0,0,26767.0,0,109799.0,0.0,588345.0,1441382.0,2029727.0,2905958.0,1988905.0,9536.0,0,1364028.0,0,18859.0,3381328.0,0,230503.0,0,10545567.0,10776070.0,14157398.0,-11251440.0,-11251440.0,2905958.0,0,0,0,2393581.0,2393581.0,1478017.0,2691557.0,-1213540.0,265753.0,-947787.0,-250076.0,-697711.0,0.89,12503.0,51496.0
38,SSH - THE VILLAGES,5050 COUNTY ROAD 472,OXFORD,FL,34484,SUMTER,U,23.92,"2,530",40,"14,600",76,"2,530",40,"14,600",76,2530.0,40.0,14600.0,76.0,0,0,0,0,1813609.0,2824249.0,292962.0,4786360.0,14381238.0,1482144.0,15863382.0,0,0,1813609.0,0,0,0,0,0,0,4134579.0,0,0,11636.0,116193.0,4262408.0,0.0,0,7811978.0,-15445279.0,653607.0,798363.0,422873.0,0,0,0,0,1221236.0,0,0,0,0,0,1221236.0,-567629.0,-567629.0,653607.0,0,0,15863382.0,0,15863382.0,4519216.0,4637857.0,-118641.0,9648.0,-108993.0,-1015.0,-107978.0,0.3,0,0
39,SIOUX SAN HOSPITAL,3200 CANYON LAKE DRIVE,RAPID CITY,SD,57702,PENNINGTON,U,240.00,,,,,,,,,,,,,0,0,0,0,10368268.0,18893485.0,555434.0,9523516.0,0,118116.0,118116.0,1.0,0,10368268.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29261753.0,-29261753.0,0,-29261753.0,0,-29261753.0,,0,0
40,KINDRED REHAB HOSPITAL NE HOUSTON,18839 MCKAY BLVD,HUMBLE,TX,77338,HARRIS,U,95.90,"5,833",46,"9,752",451,"5,833",46,"9,752",451,5833.0,46.0,9752.0,451.0,0,0,0,0,3838210.0,4679782.0,89398.0,8350523.0,13471958.0,932935.0,14404893.0,519133.0,0,3838210.0,367926.0,0,0,-54615.0,0,0,4409814.0,-1163944.0,65346.0,297246.0,0,3560591.0,0.0,0,1455000.0,1455000.0,5770961.0,599636.0,440781.0,25012.0,0,0,538244.0,1603673.0,0,0,0,3520940.0,3520940.0,5124613.0,646348.0,646348.0,5770961.0,0,0,13471958.0,932935.0,14404893.0,9813593.0,8517992.0,1295601.0,13803.0,1309404.0,0,1309404.0,,0,0
41,UNIVERSITY MEDICAL CENTER,1411 BADDOUR PARKWAY,LEBANON,TN,37087,WILSON,U,306.19,"10,014",170,"46,410","2,542","17,285",245,"66,885","3,447",7266.0,158.0,43134.0,2542.0,3590915.0,11438063.0,4996110.0,8725981.0,20375076.0,39931862.0,4523166.0,58480857.0,224242446.0,305124508.0,529366954.0,4399422.0,0,20375076.0,65196.0,0,0,-14087.0,0,0,29818086.0,-18524940.0,3103822.0,791830.0,162387.0,15337098.0,0.0,0,2880540.0,2880540.0,74112377.0,2427495.0,2110334.0,261840.0,354669.0,0,681630.0,71816316.0,0,159643.0,0,0,159643.0,71975959.0,2136418.0,2136418.0,74112377.0,4491224.0,0,224242446.0,305025889.0,529268335.0,56789948.0,60306938.0,-3516990.0,98455.0,-3418535.0,0,-3418535.0,0.11,5396348.0,82610401.0
42,TULARE REGIONAL MEDICAL CENTER,869 CHERRY STREET,TULARE,CA,93274,TULARE,U,11.37,405,108,"4,752",83,405,108,"4,752",83,401.0,94.0,4136.0,83.0,0,81990.0,41481.0,41481.0,1886475.0,5755437.0,291997.0,6439787.0,10810025.0,1918559.0,12728584.0,210612.0,0,1886475.0,246686.0,0,0,1276406.0,1896.0,0,12449640.0,-12377412.0,363197.0,527810.0,16014491.0,18256028.0,0.0,0,315823.0,315823.0,175147168.0,32062006.0,12660.0,0,1404613.0,13192572.0,0,46671851.0,110962136.0,0,0,0,110962136.0,157633987.0,17513181.0,17513181.0,175147168.0,0,0,10810025.0,1918559.0,12728584.0,3064592.0,7641912.0,-4577320.0,3567452.0,-1009868.0,0,-1009868.0,0.51,10551011.0,5913358.0
43,WEST TENNESSEE HEALTHCARE REHABILITA,616 WEST FOREST AVENUE,JACKSON,TN,38301,MADISON,U,118.96,"14,708",48,"17,520","1,183","14,708",48,"17,520","1,183",14708.0,48.0,17520.0,1183.0,0,0,0,0,7692082.0,7793529.0,1692769.0,14839496.0,31483865.0,0,31483865.0,0,0,7692082.0,0,0,0,2514935.0,0,0,2594364.0,-720341.0,74297.0,21658.0,0,4484913.0,0.0,0,13444957.0,13444957.0,36465708.0,125166.0,508623.0,0,0,0,1959379.0,2593168.0,0,0,0,17502811.0,17502811.0,20095979.0,16369729.0,16369729.0,36465708.0,0,0,31483865.0,0,31483865.0,18370533.0,15485611.0,2884922.0,68504.0,2953426.0,0,2953426.0,,0,0
44,WALTER KNOX MEMORIAL HOSPITAL,1202 EAST LOCUST,EMMETT,ID,83617,GEM,R,118.92,898,13,"4,745",197,"26,511",13,"4,745",197,567.0,13.0,4745.0,197.0,79417.0,1703638.0,1295989.0,1945987.0,10984703.0,8196641.0,956649.0,16834613.0,3659562.0,21846361.0,25505923.0,0,0,0,0,0,0,256074.0,0,0,5875411.0,-2753000.0,353687.0,44404.0,195000.0,3977368.0,0.0,0,331756.0,331756.0,8494910.0,622965.0,976767.0,0,156463.0,0,129000.0,1885195.0,0,0,0,413008.0,413008.0,2298203.0,6196707.0,6196707.0,8494910.0,0,0,3954562.0,25952175.0,29906737.0,18444044.0,19181344.0,-737300.0,240952.0,-496348.0,0,-496348.0,0.66,2496019.0,4718059.0
45,ST. JOHN REHABILITATION HOSPITAL  AN,1200 WEST ALBANY DRIVE,BROKEN ARROW,OK,74012,TULSA,U,133.53,"13,956",40,"14,600","1,218","13,956",40,"14,600","1,218",13956.0,40.0,14600.0,1218.0,0,0,0,0,9177408.0,8366896.0,1371391.0,16450033.0,31304922.0,189.0,31305111.0,0,0,9177408.0,0,0,0,3112515.0,0,0,2164178.0,-572411.0,64857.0,17959.0,0,4787098.0,0.0,0,11393360.0,11393360.0,33046697.0,2209196.0,533702.0,0,0,0,273870.0,3016768.0,0,0,0,15528010.0,15528010.0,18544778.0,14501919.0,14501919.0,33046697.0,0,0,31305112.0,0,31305112.0,19929656.0,17544304.0,2385352.0,42610.0,2427962.0,3.0,2427959.0,,0,0
46,EL PASO LTAC HOSPITAL,1221 N. COTTON STREET  3RD FLOOR,EL PASO,TX,79902-,EL PASO,U,53.85,"1,854",33,"12,045",114,"1,854",33,"12,045",114,1854.0,33.0,12045.0,114.0,0,0,0,0,1300044.0,1521292.0,379087.0,2879615.0,8361188.0,0,8361188.0,200844.0,0,1300044.0,0,0,0,74310.0,0,0,1074698.0,0,0,0,-134299.0,1011388.0,0.0,0,22500.0,22500.0,2177206.0,1812640.0,0,84881.0,0,0,0,1897521.0,0,289060.0,0,0,289060.0,2186581.0,-9375.0,-9375.0,2177206.0,0,0,8361188.0,0,8361188.0,2675580.0,2821336.0,-145756.0,13816.0,-131940.0,0,-131940.0,0.34,0,0
47,ENCOMPASS HEALTH REHABILITATION HOSP,13031 WORTHAM CENTER DRIVE,HOUSTON,TX,77065,HARRIS,U,155.43,"17,942",60,"21,900","1,352","17,942",60,"21,900","1,352",17942.0,60.0,21900.0,1352.0,0,0,0,0,10836795.0,11969217.0,344374.0,20591083.0,42380256.0,337293.0,42717549.0,0,0,10836795.0,0,0,0,4696983.0,0,0,3723562.0,-962528.0,83837.0,263586.0,0,7805440.0,0.0,0,5415207.0,5415207.0,14426483.0,611473.0,648048.0,0,0,0,1926536.0,3186057.0,0,0,0,3894664.0,3894664.0,7080721.0,7345762.0,7345762.0,14426483.0,0,0,42383511.0,334037.0,42717548.0,26220349.0,22806012.0,3414337.0,235099.0,3649436.0,1.0,3649435.0,,0,0
48,EMORY DECATUR,2701 NORTH DECATUR ROAD,DECATUR,GA,30033-,DEKALB,U,"1,901.48","13,260",392,"24,304","3,091","14,473",422,"26,164","3,223",9805.0,318.0,19716.0,3091.0,3287080.0,7550904.0,5374070.0,6078313.0,22574787.0,35162075.0,1528626.0,52232977.0,98994265.0,98788646.0,197782911.0,1438060.0,0,22574787.0,2395013.0,0,9630.0,20486627.0,0,0,151917654.0,-107425017.0,5831089.0,4476029.0,0,78949129.0,0.0,1284742.0,15804914.0,17708169.0,190537988.0,27334309.0,4978685.0,0,0,0,892923.0,36863254.0,0,92529525.0,0,36989199.0,129518724.0,166381978.0,24156010.0,24156010.0,190537988.0,4482480.0,88062.0,98994263.0,98788644.0,197782907.0,57069264.0,57736862.0,-667598.0,6357487.0,5689889.0,0,5689889.0,0.26,6448571.0,27376824.0
49,EMORY HILLANDALE HOSPITAL,2801 DEKALB MEDICAL PARKWAY,LITHONIA,GA,30058,DEKALB,U,479.44,"3,023",90,"5,580",685,"3,023",90,"5,580",685,2696.0,82.0,5084.0,685.0,1659177.0,5550669.0,2664689.0,2666872.0,5455941.0,6760590.0,450853.0,11138989.0,18603730.0,44314310.0,62918040.0,1056369.0,0,5455941.0,727534.0,0,0,23385767.0,0,0,61511880.0,-48396373.0,1178597.0,0,0,39142324.0,0.0,0,301313.0,301313.0,68946978.0,3607012.0,0,0,0,0,1971658.0,5578670.0,0,72260713.0,0,1432905.0,73693618.0,79272288.0,-10335823.0,-10335823.0,68936465.0,1170800.0,0,19748390.0,43173346.0,62921736.0,19752524.0,12216531.0,7535993.0,154223.0,7690216.0,0,7690216.0,0.18,1915791.0,9502649.0
50,ENCOMPASS HEALTH REHABILITATION HOSP,2121 BUSINESS CENTER DRIVE,PEARLAND,TX,77584,BRAZORIA,U,128.91,"13,924",40,"14,600","1,090","13,924",40,"14,600","1,090",13924.0,40.0,14600.0,1090.0,0,0,0,0,9676995.0,10083858.0,1439118.0,19298939.0,32671190.0,0,32671190.0,0,0,9676995.0,0,0,0,3979185.0,0,0,3371089.0,-646326.0,98296.0,37889.0,0,6840133.0,0.0,0,5422057.0,5422057.0,29625180.0,854763.0,492032.0,0,0,0,499161.0,1845956.0,0,0,0,4238431.0,4238431.0,6084387.0,23540793.0,23540793.0,29625180.0,0,0,32671191.0,0,32671191.0,21766546.0,19760853.0,2005693.0,18414.0,2024107.0,0,2024107.0,,0,0
51,PERHAM MEMORIAL HOSPITAL AND HOME,1000 CONEY STREET WEST,PERHAM,MN,56573,,R,283.71,"2,548",25,"9,125",868,"48,621",121,"44,165",868,2125.0,25.0,9125.0,868.0,70904.0,1324123.0,919356.0,3088806.0,26728853.0,31605742.0,4611387.0,43628599.0,24365180.0,58599631.0,82964811.0,0,0,0,0,0,0,2356940.0,10368593.0,0,8470898.0,0,918381.0,207810.0,0,22322622.0,0.0,20035821.0,4637411.0,24673232.0,83948429.0,3347852.0,2179306.0,0,1194173.0,0,188972.0,6910303.0,0,0,0,40364091.0,40364091.0,47274394.0,36674035.0,36674035.0,83948429.0,0,0,25677028.0,72414303.0,98091331.0,55356412.0,59658718.0,-4302306.0,4762582.0,460276.0,0,460276.0,0.53,4546588.0,12771314.0
52,SHARKEY-ISSAQUENA COMM HOSPITAL,108 SOUTH FOURTH STREET,ROLLING FORK,MS,39159,SHARKEY,R,78.78,"1,378",19,"5,776",133,"18,027",83,"25,232",237,563.0,19.0,5776.0,133.0,9602.0,847242.0,456940.0,456940.0,4746643.0,6318138.0,136453.0,10291489.0,6066939.0,13362948.0,19429887.0,589951.0,0,4746643.0,1054342.0,20775.0,0,117354.0,2076160.0,0,5165836.0,-3197968.0,160895.0,42868.0,12593.0,4360341.0,0.0,0,78756.0,78756.0,5887891.0,1282475.0,298743.0,20107.0,102281.0,0,108494.0,1812100.0,0,2074030.0,0,0,2074030.0,3886130.0,2001761.0,2001761.0,5887891.0,0,0,6168993.0,14228103.0,20397096.0,9564285.0,11064781.0,-1500496.0,585228.0,-915268.0,0,-915268.0,0.53,1046539.0,1240840.0
53,KPC PROMISE HOSPITAL OF VICKSBURG,2100 HIGHWAY 61 N  6TH FLOOR,VICKSBURG,MS,39180,WARREN,R,98.00,"2,236",35,"2,730",99,"2,236",35,"2,730",99,2236.0,35.0,2730.0,99.0,0,0,0,0,957962.0,1153599.0,1910.0,2035127.0,8008274.0,0,8008274.0,0,0,0,0,0,0,4400.0,0,0,7156400.0,-5836471.0,164291.0,1981.0,0,1490601.0,0.0,0,0,-585615.0,930451.0,212610.0,56745.0,33817.0,0,0,567038.0,870210.0,0,0,0,0,0,870210.0,60241.0,60241.0,930451.0,0,0,8008274.0,0,8008274.0,2171802.0,2111561.0,60241.0,0,60241.0,0,60241.0,,0,0
54,CROSSRIDGE COMMUNITY HOSPITAL,310 SOUTH FALLS BLVD,WYNNE,AR,72396-,CROSS,R,116.03,"3,095",15,"5,475",567,"19,843",15,"5,475",567,2273.0,15.0,5475.0,567.0,234600.0,1098501.0,929000.0,929000.0,6632190.0,9399503.0,295956.0,13591308.0,4584199.0,19274314.0,23858513.0,0,0,0,0,0,0,1276171.0,0,2312424.0,317523.0,107260.0,55854.0,515523.0,0,3787488.0,0.0,0,0,0,5769891.0,515565.0,364726.0,0,0,0,63796.0,1197699.0,0,0,0,0,0,1197699.0,4572192.0,4572192.0,5769891.0,0,0,4604887.0,21610032.0,26214919.0,12371156.0,16031693.0,-3660537.0,3345484.0,-315053.0,0,-315053.0,0.57,1045694.0,2113258.0
55,TEXAS SCOTTISH RITE HOSPITAL FOR CRI,2222 WELBORN STREET,DALLAS,TX,75219,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
56,PALM POINT BEHAVIORAL HEALTHCARE,2355 TRUMAN SCARBOROUGH WAY,TITUSVILLE,FL,32796,BREVARD,U,69.61,"6,728",74,"23,384",676,"6,728",74,"23,384",676,6728.0,74.0,23384.0,676.0,0,0,0,0,3586221.0,7742375.0,852950.0,6410915.0,14159200.0,182800.0,14342000.0,0,0,0,0,0,0,-28580.0,0,0,4011891.0,-3178863.0,21423.0,2376.0,0,834329.0,0.0,0,15313.0,15313.0,22318955.0,208508.0,200591.0,124722.0,0,0,313463.0,847284.0,0,0,0,30892374.0,30892374.0,31739658.0,-9420703.0,-9420703.0,22318955.0,0,0,14822036.0,182800.0,15004836.0,4236835.0,11328596.0,-7091761.0,15668.0,-7076093.0,0,-7076093.0,,0,0
57,KPC PROMISE HOSPITAL OF WICHITA FALL,1103 GRACE STREET,WICHITA FALLS,TX,76301,WICHITA,U,104.00,"2,060",31,"2,418",111,"2,060",31,"2,418",111,2060.0,31.0,2418.0,111.0,0,0,0,0,921866.0,1030739.0,23028.0,1935450.0,5803432.0,0,5803432.0,0,0,0,0,0,0,1835.0,0,0,5142566.0,-3485416.0,96791.0,4635.0,0,1763175.0,0.0,0,0,-928118.0,1042255.0,115382.0,71897.0,95960.0,0,0,393613.0,676852.0,0,0,0,0,0,676852.0,365403.0,365403.0,1042255.0,0,0,5803432.0,0,5803432.0,2318008.0,1952605.0,365403.0,0,365403.0,0,365403.0,,0,0
58,SHRINERS HOSPITAL FOR CHILDREN TAMPA,12505 USF PINE DRIVE,TAMPA,FL,33612,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
59,MONADNOCK COMMUNITY HOSPITAL,452 OLD STREET ROAD,PETERBOROUGH,NH,03458-,HILLSBOROUGH,R,496.34,"4,778",25,"9,125","1,180","11,888",25,"9,125","1,180",3415.0,25.0,9125.0,1180.0,5322856.0,4534271.0,7380371.0,7380371.0,34762155.0,56778915.0,4260495.0,68749769.0,19085804.0,126983295.0,146069099.0,0,0,0,0,0,0,13442283.0,0,89370.0,8907681.0,0,1326143.0,1018003.0,95238.0,25519750.0,0.0,0,74048213.0,74048213.0,136807429.0,7417770.0,2234302.0,19551812.0,777725.0,0,0,29981609.0,0,0,0,26579359.0,26579359.0,56560968.0,80246461.0,80246461.0,136807429.0,0,0,19645119.0,146760403.0,166405522.0,84800063.0,91541070.0,-6741007.0,8783123.0,2042116.0,0,2042116.0,0.47,330658.0,1072841.0
60,ANDROSCOGGIN VALLEY HOSPITAL,59 PAGE HILL ROAD,BERLIN,NH,03570-,COOS,R,316.73,"4,482",25,"9,125","1,002","93,749",25,"9,125","1,002",3134.0,25.0,9125.0,1002.0,491513.0,3569569.0,2427468.0,3432686.0,25365285.0,34222997.0,2366511.0,48304276.0,17005293.0,67281664.0,84286957.0,0,0,0,0,0,0,9284798.0,0,0,4387575.0,0,821516.0,742798.0,0,17417067.0,0.0,0,29982126.0,29982126.0,63368436.0,2771568.0,2976931.0,0,886288.0,0,0,7700841.0,0,6253978.0,0,24750940.0,31004918.0,38705759.0,24662677.0,24662677.0,63368436.0,0,0,18645701.0,76554702.0,95200403.0,56218594.0,59391849.0,-3173255.0,3020225.0,-153030.0,0,-153030.0,0.57,6119919.0,12432777.0
61,KPC PROMISE HOSPITAL OF OVERLAND PK,6509 W 103RD STREET,OVERLAND PARK,KS,66212,JOHNSON,U,140.00,"2,059",56,"4,368",86,"2,227",108,"8,424",86,2059.0,56.0,4368.0,86.0,0,0,0,0,1519722.0,1963608.0,37083.0,3482311.0,8256540.0,0,8256540.0,0,0,0,0,0,0,0,0,0,5053714.0,-2968214.0,104174.0,357.0,0,2190031.0,0.0,0,33701.0,-1401262.0,1189706.0,317242.0,154056.0,0,0,0,555169.0,1026467.0,0,0,0,0,0,1026467.0,163239.0,163239.0,1189706.0,0,0,8256540.0,0,8256540.0,3646569.0,3483330.0,163239.0,0,163239.0,0,163239.0,,0,0
62,HOPI HEALTH CENTER,HIGHWAY 264,POLACCA,AZ,86042,NAJAVO,R,240.00,522,6,"2,190",248,522,6,"2,190",248,522.0,6.0,2190.0,248.0,0,0,0,0,14608846.0,23419459.0,2148235.0,22005869.0,6264.0,125521.0,131785.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38028305.0,-38028305.0,0,-38028305.0,0,-38028305.0,160.27,0,0
63,REHABILITATION HOSPITAL OF FT WAYNE,7970 WEST JEFFERSON BOULEVARD,FORT WAYNE,IN,46804-,ALLEN,U,110.15,"9,139",36,"13,140",695,"9,139",36,"13,140",695,9139.0,36.0,13140.0,695.0,0,0,0,0,7335408.0,5569852.0,367877.0,12013957.0,43950182.0,20649.0,43970831.0,0,0,0,0,0,0,-17414.0,0,0,3187040.0,-232353.0,9520.0,66854.0,570.0,3014217.0,0.0,0,572149.0,572149.0,14863821.0,290225.0,591199.0,75030.0,12300.0,0,197078.0,19919059.0,0,0,0,0,0,19919059.0,-5055238.0,-5055238.0,14863821.0,0,0,43950182.0,20649.0,43970831.0,12839536.0,12905260.0,-65724.0,103798.0,38074.0,0,38074.0,,0,0
